code,name,secondary_name,state,begin_date,end_date,campaign,result,latitude,longitude,coord_source,summary
TN037,Murfreesboro II,"Wilkinson Pike, Cedars",TN,12/5/1864,12/7/1864,Savannah Campaign,Union Victory,35.847,-86.393,Wikidata Q2897821,"In a last, desperate attempt to force Maj. Gen. William T. Sherman’s army out of Georgia, Gen. John Bell Hood led the Army of Tennessee north toward Nashville in November 1864. Although he suffered a terrible loss at Franklin, he continued toward Nashville. In operating against Nashville, he decided that destruction of the Nashville & Chattanooga Railroad and disruption of the Union army supply depot at Murfreesboro would help his cause. He sent Maj. Gen. Nathan Bedford Forrest, on December 4, with an expedition, composed of two cavalry divisions and Maj. Gen. William B. Bate’s infantry divisi"
TN038,Nashville,,TN,12/15/1864,12/16/1864,Savannah Campaign,Union Victory,36.0881,-86.8098,Wikidata Q1752689,"In a last desperate attempt to force Maj. Gen. William T. Sherman’s army out of Georgia, Gen. John Bell Hood led the Army of Tennessee north toward Nashville in November 1864. Although he suffered terrible losses at Franklin on November 30, he continued toward Nashville. By the next day, the various elements of Maj. Gen. George H. Thomas’s army had reached Nashville. Hood reached the outskirts of Nashville on December 2, occupied positions on a line of hills parallel to those of the Union and began erecting fieldworks. Union Army Engineer, Brig. Gen. James St. Clair Morton, had overseen the co"
TX001,Sabine Pass I,,TX,9/24/1862,9/25/1862,Operations to Blockade the Texas Coast,Union Victory,29.720513888,-93.870747222,Wikidata Q243640,"On September 23, 1862, the Union Steamer Kensington, Schooner Rachel Seaman, and Mortar Schooner Henry James appeared off the bar at Sabine Pass. The next morning, the two schooners crossed the bar, took position, and began firing on the Confederate shore battery. The shots from both land and shore fell far short of the targets. The ships then moved nearer until their projectiles began to fall amongst the Confederate guns. The Confederate cannons, however, still could not hit the ships. After dark, the Confederates evacuated, taking as much property as possible with them and spiking the four g"
TX002,Galveston I,,TX,10/4/1862,10/4/1862,Operations to Blockade the Texas Coast,Union Victory,29.339536,-94.767036,Wikidata Q609495,"The U.S. Navy began a blockade of Galveston Harbor in July 1861, but the town remained in Confederate hands for the next 14 months. At 6:00 am on October 4, 1862, Cdr. W.B. Renshaw, commanding the blockading ships in the Galveston Bay area, sent Harriet Lane into the harbor, flying a flag of truce. The intention was to inform the military authorities in Galveston that if the town did not surrender, the U.S. Navy ships would attack; a one-hour reply would be demanded. Col. Joseph J. Cook, Confederate military commander in the area, would not come out to the Union ship or send an officer to rece"
TX003,Galveston II,,TX,1/1/1863,1/1/1863,Confederate Offensive Against Galveston,Confederate Victory,29.339536,-94.767036,Wikidata Q609495,"Maj. Gen. John B. Magruder, who became the Confederate commander of military forces in Texas on November 29, 1862, gave the recapture of Galveston top priority. At 3:00 am on New Year’s Day, 1863, four Confederate gunboats appeared, coming down the bay toward Galveston. Soon afterward, the Rebels commenced a land attack. The Union forces in Galveston were three companies of the 42nd Massachusetts Volunteer Infantry Regiment under the command of Col. Isaac S. Burrell. The Confederates captured or killed all of them except for the regiment’s adjutant. They also took Harriet Lane, by boarding her"
TX005,Palmito Ranch,Palmito Hill,TX,5/12/1865,5/13/1865,Expedition From Brazos Santiago,Confederate Victory,25.94667,-97.28528,Wikidata Q48776,"Since March 1865, a gentleman’s agreement precluded fighting between Union and Confederate forces on the Rio Grande. In spite of this agreement, Col. Theodore H. Barrett, commanding forces at Brazos Santiago, Texas, dispatched an expedition, composed of 250 men of the 62nd U.S. Colored Infantry Regiment and 50 men of the 2nd Texas Cavalry Regiment under the command of Lt. Col. David Branson, to the mainland, on May 11, 1865, to attack reported Rebel outposts and camps. Prohibited by foul weather from crossing to Point Isabel as instructed, the expedition crossed to Boca Chica much later. At 2:"
TX006,Sabine Pass II,,TX,9/8/1863,9/8/1863,Operations to Blockade the Texas Coast,Confederate Victory,29.720513888,-93.870747222,Wikidata Q243640,"About 6:00 am on the morning of September 8, 1863, a Union flotilla of four gunboats and seven troop transports steamed into Sabine Pass and up the Sabine River with the intention of reducing Fort Griffin and landing troops to begin occupying Texas. As the gunboats approached Fort Griffin, they came under accurate fire from six cannons. The Confederate gunners at Fort Griffin had been sent there as a punishment. To break the day-to-day monotony, the gunners practiced firing artillery at range markers placed in the river. Their practice paid off. Fort Griffin’s small force of 44 men, under comm"
VA001,Sewell's Point,,VA,5/18/1861,5/19/1861,Union Blockade of Chesapeake Bay,Indecisive,36.954722222,-76.326666666,Wikidata Q840254,"Two Union gunboats, including USS Monticello, dueled with Confederate batteries on Sewell’s Point in an attempt to enforce the blockade of Hampton Roads. The two sides did each other little harm."
VA002,Aquia Creek,,VA,5/29/1861,6/1/1861,Union Blockade of Chesapeake Bay,Indecisive,38.3893,-77.3157,Wikidata Q774532,"Three Union naval vessels bombarded Confederate batteries near the mouth of Aquia Creek that were built to protect the northern terminus of the railroad to Richmond. Confederates feared a landing of troops, but this did not materialize. Results of the bombardment were inconclusive, although the batteries were later withdrawn."
VA003,Big Bethel,"Bethel Church, Great Bethel",VA,6/10/1861,6/10/1861,Union Blockade of Chesapeake Bay,Confederate Victory,37.0937,-76.425,Wikidata Q794695,"This was the first land battle in Virginia. Maj. Gen. Benjamin F. Butler sent converging columns from Hampton and Newport News against advanced Confederate outposts at Little and Big Bethel. Confederates abandoned Little Bethel and fell back to their entrenchments behind Brick Kiln Creek, near Big Bethel Church. The Federals, under immediate command of Brig. Gen. Ebenezer Pierce, pursued, attacked frontally along the road, and were repulsed. Crossing downstream, the 5th New York Zouaves attempted to turn the Confederate left flank, but were repulsed. Unit commander Col. T. Wynthrop was killed."
VA004,Blackburn's Ford,Bull Run,VA,7/18/1861,7/18/1861,Manassas Campaign,Confederate Victory,38.804166666,-77.449166666,Wikidata Q1497902,"On 16 July, 1862, the untried Union army under Brig. Gen. Irvin McDowell, 35,000 strong, marched out of the Washington defenses to give battle to the Confederate army, which was concentrated around the vital railroad junction at Manassas. The Confederate army, about 22,000 men, under the command of Brig. Gen. P.G.T. Beauregard, guarded the fords of Bull Run. On July 18, McDowell reached Centreville and pushed southwest, attempting to cross at Blackburn’s Ford. He was repulsed. This action was a reconnaissance-in-force prior to the main event at Manassas/Bull Run. Because of this action, Union "
VA005,Manassas I,First Bull Run,VA,7/21/1861,7/21/1861,Manassas Campaign,Confederate Victory,38.7509488,-77.4752667,"OpenStreetMap: Manassas, Virginia, United States","This was the first major land battle of the armies in Virginia. On July 16, 1861, the untried Union army under Brig. Gen. Irvin McDowell marched from Washington against the Confederate army, which was drawn up behind Bull Run beyond Centreville. On the 21st, McDowell crossed at Sudley Ford and attacked the Confederate left flank on Matthews Hill. Fighting raged throughout the day as Confederate forces were driven back to Henry Hill. Late in the afternoon, Confederate reinforcements (one brigade arriving by rail from the Shenandoah Valley) extended and broke the Union right flank. The Federal r"
VA006,Ball's Bluff,"Harrison's Island, Leesburg",VA,10/21/1861,10/21/1861,McClellan's Operations in Northern Virginia,Confederate Victory,39.131525,-77.527428,Wikidata Q1497909,Confederate Brig. Gen. Nathan ’Shanks’ Evans stopped a badly coordinated attempt by Union forces under Brig. Gen. Charles P. Stone to cross the Potomac at Harrison’s Island and capture Leesburg. A timely Confederate counterattack drove the Federals over the bluff and into the river. More than 700 Federals were captured. Col. Edward D. Baker (a U.S. Senator) was killed. This Union rout had severe political ramifications in Washington and led to the establishment of the Congressional Joint Committee on the Conduct of the War.
VA007,Dranesville,,VA,12/20/1861,12/20/1861,McClellan's Operations in Northern Virginia,Union Victory,38.995472222,-77.337194444,Wikidata Q2781626,"Brig. Gen. J.E.B. Stuart led a brigade-sized mixed force of cavalry, infantry, and artillery to protect a foraging expedition in the vicinity of Dranesville. Union Brig. Gen. E.O.C. Ord, advancing on the Georgetown Pike, encountered Stuart’s cavalry. Both sides deployed as more units arrived on the field, and a sharp firefight developed. Stuart withdrew in the mid-afternoon after ensuring that his wagons were safely in the rear."
VA008,Hampton Roads,"Monitor vs. Virginia (Merimack), Battle of the Ironclads",VA,3/8/1862,3/9/1862,Peninsula Campaign,Indecisive,36.983333333,-76.319722222,Wikidata Q868481,"On March 8, 1862, from her berth at Norfolk, the Confederate ironclad Virginia steamed into Hampton Roads where she sank Cumberland and ran Congress aground. On March 9, the Union ironclad Monitor having fortuitously arrived to do battle, initiated the first engagement of ironclads in history. The two ships fought each other to a standstill, but Virginia retired."
VA009,Yorktown,,VA,4/5/1862,5/4/1862,Peninsula Campaign,Indecisive,37.2356655,-76.5136495,"OpenStreetMap: Yorktown, York County, Virginia, United States","Marching from Fort Monroe, Maj. Gen. George B. McClellan’s army encountered Maj. Gen. John B. Magruder’s small Confederate army at Yorktown behind the Warwick River. Magruder’s theatrics convinced the Federals that his works were strongly held. McClellan suspended the march up the Peninsula toward Richmond, ordered the construction of siege fortifications, and brought his heavy siege guns to the front. In the meantime, Gen. Joseph E. Johnston brought reinforcements for Magruder. On 16 April, Union forces probed a weakness in the Confederate line at Lee’s Mill or Dam No. 1, resulting in about 3"
VA010,Williamsburg,Fort Magruder,VA,5/5/1862,5/5/1862,Peninsula Campaign,Indecisive,37.2642,-76.6659,Wikidata Q2140288,"In the first pitched battle of the Peninsula Campaign, nearly 41,000 Federals and 32,000 Confederates were engaged. Following up the Confederate retreat from Yorktown, Hooker’s division encountered the Confederate rearguard near Williamsburg. Hooker assaulted Fort Magruder, an earthen fortification alongside the Williamsburg Road, but was repulsed. Confederate counterattacks, directed by Maj. Gen. James Longstreet, threatened to overwhelm the Union left flank, until Kearny’s division arrived to stabilize the Federal position. Hancock’s brigade then moved to threaten the Confederate left flank,"
